Origin QC8_210915 TT054_Conc2 TT056_Conc2 TT057_Conc2 TT059_Conc2 TT060_Conc2 TT062_Conc2 TT063_Conc2 TT064_Conc2 TT065_190326 TT066_Conc2 TT067_Conc2 TT068_Conc2 TT069_Conc2 TT070_Conc2 TT071_Conc2 TT072_Conc2 TT073_Conc2 TT074_190326 TT075_Conc2 TT076_190326 TT077_190326 TT078_Conc2 TT079_Conc2 TT080_Conc2 TT082_Conc2 TT083_Conc2 TT084_Conc2 TT085_Conc2 TT086_Conc2 TT087_Conc2 TT089_Conc2 TT090_Conc2 TT091_Conc2 TT092_Conc2 TT093_Conc2 TT094_Conc2 TT095_Conc2 TT096_Conc2 TT097_Conc2 TT098_Conc2 TT099_Conc2 TT100_Conc2 TT101_Conc2 TT102_Conc2 TT103_Conc2 TT104_Conc2 TT105_Conc2 TT106_Conc2 TT107_Conc2 TT108_Conc2 TT109_Conc2 TT110_Conc2 TT111_Conc3b TT112_Conc2 TT113_Conc2 TT114_Conc2 TT115_Conc2 TT116_Conc2 TT117_Conc2 TT118_Conc2 TT119_Conc2 TT121_Conc2 TT122_Conc2 TT123_Conc2 TT124_Conc3 TT125_Conc2 TT126_Conc3b TT127_Conc2 TT128_Conc2 TT129_Conc2 TT130_Conc2 TT131_Conc2 TT132_Conc2 TT133_Conc3b TT134_Conc2 TT135_Conc2 TT136_Conc2 TT137_Conc2 TT138_Conc2 TT139_Conc2 TT140_Conc2 TT141_Conc2 TT142_Conc2 TT144_Conc2 TT145_Conc2 TT146_190326 TT147_Conc2 TT148_Conc2 TT149_190326 TT150_Conc2 TT151_Conc2 TT152_Conc2 TT153_Conc2 TT154_Conc2 TT155_Conc2 TT156_Conc2 TT157_Conc3 TT158_Conc2 TT159_Conc2 TT160_190326 TT161_Conc3 TT162_Conc3 TT163_Conc3 TT164_Conc2 TT165_Conc2 TT168_Conc2 TT169_Conc2 TT170_Conc2 TT171_190326 TT172_190326 TT173_Conc3 TT174_190326 TT175_Conc3b TT176_Conc2 TT177_Conc2 TT178_Conc2 TT179_Conc2 TT180_Conc2 TT181_Conc2 TT182_Conc2 TT183_Conc2 TT184_Conc2 TT186_Conc2 TT189_190326 TT190_Conc2 Tta119_210915 Tta167_210915 Tta260_210915 Tta276_210915 Tta285_210915 Tta307_210915 Tta311_210915 Tta344_210915 Tta346_210915 Tta348_210915 Tta365_210915 Tta384_210915 Tta397_210915 Tta403_210915 Tta419_210915 Tta428_210915 TTa434_210915 Tta442_210915 Tta449_210915 Tta450_210915 Tta452_210915 Tta48_210915 TTa482_210916 TTa502_210916 Tta504_210915 TTa505_210916 Tta509_210915 Tta513_210915 Tta514_210915 TTa517_210916 TTa525_210916 TTa535_210916 TTa542_210916 TTa545_210916 TTa559_210916 TTa572_210916 TTa574_210916 TTa580_210916 TTa589_210916 TTa613_210916 Tta96_210915 TTb100_210916 TTb101_210915 TTb118_210915 TTb120_210915 TTb1_210916 TTb124_210916 TTb125_210915 TTb126_210915 TTb127_210915 TTb130_210915 TTb132_210916 TTb133_210916 TTb146_210915 TTb150_210916 TTb16_210915 TTb189_210915 TTb190_210916 TTb2_210916 TTb222_210915 TTb224_210915 TTb227_210915 TTb257_210915 TTb4_210915 TTb7_210915 TTb90_210916 TTb92_210915 TTb93_210915 TTb98_210916
TTa574_210916 203.933 302.853 208.367 208.367 228.262 82.574 82.266 82.266 82.266 82.266 82.266 82.266 82.266 114.667 114.667 114.667 114.667 114.667 114.667 114.667 114.667 63.573 63.573 63.573 63.573 63.573 63.573 63.573 82.266 82.266 82.266 82.266 82.266 82.266 82.266 114.667 114.667 114.667 114.667 114.667 114.667 114.667 114.667 63.573 63.573 63.573 63.573 63.573 63.573 63.573 63.573 82.266 82.266 82.266 82.266 63.573 63.573 63.573 114.667 114.667 82.266 82.266 82.266 63.573 385.336 354.69 353.825 350.46 349.701 369.503 350.879 350.879 351.569 371.944 369.366 369.196 369.751 369.503 268.732 388.559 369.366 357.879 357.879 351.729 350.179 247.747 348.416 261.354 261.354 261.354 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 254.714 254.714 254.714 254.714 254.714 304.676 304.676 304.676 304.676 260.817 264.221 264.221 264.221 264.221 396.867 396.867 369.581 253.468 369.581 369.581 57.269 66.325 374.268 220.798 1.492 105.934 105.934 105.934 105.934 1.285 1.401 1.285 1.401 105.934 1.401 1.401 1.401 124.609 1.401 124.609 1.285 105.934 1.285 1.401 105.934 0 0 23.651 23.651 23.651 23.651 23.651 118.369 0 0 115.319 115.319 0 0 0 0 0 0.35 105.934 74.24 56.931 211.01 209.109 108.877 166.204 166.204 211.01 211.01 58.565 74.24 58.565 207.095 207.095 65.448 218.894 218.894 108.317 9.826 12.541 9.826 9.799 108.317 108.317 52.762 53.146 57.178 74.24
TTa580_210916 203.933 302.853 208.367 208.367 228.262 82.574 82.266 82.266 82.266 82.266 82.266 82.266 82.266 114.667 114.667 114.667 114.667 114.667 114.667 114.667 114.667 63.573 63.573 63.573 63.573 63.573 63.573 63.573 82.266 82.266 82.266 82.266 82.266 82.266 82.266 114.667 114.667 114.667 114.667 114.667 114.667 114.667 114.667 63.573 63.573 63.573 63.573 63.573 63.573 63.573 63.573 82.266 82.266 82.266 82.266 63.573 63.573 63.573 114.667 114.667 82.266 82.266 82.266 63.573 385.336 354.69 353.825 350.46 349.701 369.503 350.879 350.879 351.569 371.944 369.366 369.196 369.751 369.503 268.732 388.559 369.366 357.879 357.879 351.729 350.179 247.747 348.416 261.354 261.354 261.354 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 254.714 254.714 254.714 254.714 254.714 304.676 304.676 304.676 304.676 260.817 264.221 264.221 264.221 264.221 396.867 396.867 369.581 253.468 369.581 369.581 57.269 66.325 374.268 220.798 1.492 105.934 105.934 105.934 105.934 1.285 1.401 1.285 1.401 105.934 1.401 1.401 1.401 124.609 1.401 124.609 1.285 105.934 1.285 1.401 105.934 0 0 23.651 23.651 23.651 23.651 23.651 118.369 0 0 115.319 115.319 0 0 0 0 0 0.35 105.934 74.24 56.931 211.01 209.109 108.877 166.204 166.204 211.01 211.01 58.565 74.24 58.565 207.095 207.095 65.448 218.894 218.894 108.317 9.826 12.541 9.826 9.799 108.317 108.317 52.762 53.146 57.178 74.24
TTa589_210916 203.933 302.853 208.367 208.367 228.262 82.574 82.266 82.266 82.266 82.266 82.266 82.266 82.266 114.667 114.667 114.667 114.667 114.667 114.667 114.667 114.667 63.573 63.573 63.573 63.573 63.573 63.573 63.573 82.266 82.266 82.266 82.266 82.266 82.266 82.266 114.667 114.667 114.667 114.667 114.667 114.667 114.667 114.667 63.573 63.573 63.573 63.573 63.573 63.573 63.573 63.573 82.266 82.266 82.266 82.266 63.573 63.573 63.573 114.667 114.667 82.266 82.266 82.266 63.573 385.336 354.69 353.825 350.46 349.701 369.503 350.879 350.879 351.569 371.944 369.366 369.196 369.751 369.503 268.732 388.559 369.366 357.879 357.879 351.729 350.179 247.747 348.416 261.354 261.354 261.354 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 276.316 254.714 254.714 254.714 254.714 254.714 304.676 304.676 304.676 304.676 260.817 264.221 264.221 264.221 264.221 396.867 396.867 369.581 253.468 369.581 369.581 57.269 66.325 374.268 220.798 1.492 105.934 105.934 105.934 105.934 1.285 1.401 1.285 1.401 105.934 1.401 1.401 1.401 124.609 1.401 124.609 1.285 105.934 1.285 1.401 105.934 0 0 23.651 23.651 23.651 23.651 23.651 118.369 0 0 115.319 115.319 0 0 0 0 0 0.35 105.934 74.24 56.931 211.01 209.109 108.877 166.204 166.204 211.01 211.01 58.565 74.24 58.565 207.095 207.095 65.448 218.894 218.894 108.317 9.826 12.541 9.826 9.799 108.317 108.317 52.762 53.146 57.178 74.24
TTa613_210916 204.283 303.203 208.718 208.718 228.612 82.924 82.616 82.616 82.616 82.616 82.616 82.616 82.616 115.017 115.017 115.017 115.017 115.017 115.017 115.017 115.017 63.923 63.923 63.923 63.923 63.923 63.923 63.923 82.616 82.616 82.616 82.616 82.616 82.616 82.616 115.017 115.017 115.017 115.017 115.017 115.017 115.017 115.017 63.923 63.923 63.923 63.923 63.923 63.923 63.923 63.923 82.616 82.616 82.616 82.616 63.923 63.923 63.923 115.017 115.017 82.616 82.616 82.616 63.923 385.686 355.04 354.175 350.81 350.051 369.853 351.229 351.229 351.919 372.294 369.716 369.546 370.101 369.853 269.083 388.909 369.716 358.229 358.229 352.08 350.529 248.097 348.766 261.704 261.704 261.704 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 276.666 255.065 255.065 255.065 255.065 255.065 305.026 305.026 305.026 305.026 261.167 264.572 264.572 264.572 264.572 397.217 397.217 369.931 253.818 369.931 369.931 57.034 66.09 374.033 221.149 1.195 106.284 106.284 106.284 106.284 0.989 1.166 0.989 1.166 106.284 1.166 1.166 1.166 124.959 1.166 124.959 0.989 106.284 0.989 1.166 106.284 0.35 0.35 24.002 24.002 24.002 24.002 24.002 118.719 0.35 0.35 115.67 115.67 0.35 0.35 0.35 0.35 0.35 0 106.284 74.591 57.281 211.36 209.459 109.228 166.554 166.554 211.36 211.36 58.915 74.591 58.915 207.445 207.445 65.798 219.245 219.245 108.667 9.591 12.306 9.591 10.149 108.667 108.667 53.112 53.496 57.528 74.591
Tta96_210915 97.999 196.919 102.433 102.433 122.328 24.695 25.537 25.537 25.537 25.537 25.537 25.537 25.537 8.733 8.733 8.733 8.733 8.733 8.733 8.733 8.733 42.41 42.41 42.41 42.41 42.41 42.41 42.41 25.537 25.537 25.537 25.537 25.537 25.537 25.537 8.733 8.733 8.733 8.733 8.733 8.733 8.733 8.733 42.41 42.41 42.41 42.41 42.41 42.41 42.41 42.41 25.537 25.537 25.537 25.537 42.41 42.41 42.41 8.733 8.733 25.537 25.537 25.537 42.41 279.402 248.756 247.891 244.526 243.767 263.569 244.945 244.945 245.635 266.01 263.432 263.262 263.817 263.569 162.798 282.625 263.432 251.945 251.945 245.796 244.245 141.813 242.482 155.42 155.42 155.42 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 170.382 148.78 148.78 148.78 148.78 148.78 198.742 198.742 198.742 198.742 154.883 158.288 158.288 158.288 158.288 290.933 290.933 263.647 147.534 263.647 263.647 163.084 172.14 480.083 114.864 107.372 0 0 0 0 107.059 107.219 107.059 107.219 0 107.219 107.219 107.219 18.675 107.219 18.675 107.059 0 107.059 107.219 0 105.934 105.934 82.282 82.282 82.282 82.282 82.282 12.435 105.934 105.934 9.386 9.386 105.934 105.934 105.934 105.934 105.934 106.284 0 31.694 49.269 105.076 103.175 9.328 60.271 60.271 105.076 105.076 47.52 31.694 47.52 101.161 101.161 40.584 112.961 112.961 8.767 115.641 117.089 115.641 100.802 8.767 8.767 53.173 52.895 49.075 31.694
TTb100_210916 129.693 228.613 134.127 134.127 154.022 9.501 9.193 9.193 9.193 9.193 9.193 9.193 9.193 40.427 40.427 40.427 40.427 40.427 40.427 40.427 40.427 10.717 10.717 10.717 10.717 10.717 10.717 10.717 9.193 9.193 9.193 9.193 9.193 9.193 9.193 40.427 40.427 40.427 40.427 40.427 40.427 40.427 40.427 10.717 10.717 10.717 10.717 10.717 10.717 10.717 10.717 9.193 9.193 9.193 9.193 10.717 10.717 10.717 40.427 40.427 9.193 9.193 9.193 10.717 311.096 280.45 279.585 276.22 275.461 295.263 276.639 276.639 277.329 297.704 295.126 294.956 295.511 295.263 194.492 314.319 295.126 283.639 283.639 277.489 275.939 173.507 274.176 187.114 187.114 187.114 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 202.076 180.474 180.474 180.474 180.474 180.474 230.436 230.436 230.436 230.436 186.577 189.981 189.981 189.981 189.981 322.627 322.627 295.341 179.228 295.341 295.341 131.391 140.446 448.389 146.558 75.679 31.694 31.694 31.694 31.694 75.365 75.526 75.365 75.526 31.694 75.526 75.526 75.526 50.369 75.526 50.369 75.365 31.694 75.365 75.526 31.694 74.24 74.24 50.589 50.589 50.589 50.589 50.589 44.129 74.24 74.24 41.079 41.079 74.24 74.24 74.24 74.24 74.24 74.591 31.694 0 17.575 136.77 134.869 34.637 91.964 91.964 136.77 136.77 15.827 0 15.827 132.855 132.855 8.891 144.654 144.654 34.077 83.947 85.396 83.947 69.109 34.077 34.077 21.48 21.201 17.382 0
TTb101_210915 147.268 246.187 151.702 151.702 171.597 26.813 26.505 26.505 26.505 26.505 26.505 26.505 26.505 58.001 58.001 58.001 58.001 58.001 58.001 58.001 58.001 7.174 7.174 7.174 7.174 7.174 7.174 7.174 26.505 26.505 26.505 26.505 26.505 26.505 26.505 58.001 58.001 58.001 58.001 58.001 58.001 58.001 58.001 7.174 7.174 7.174 7.174 7.174 7.174 7.174 7.174 26.505 26.505 26.505 26.505 7.174 7.174 7.174 58.001 58.001 26.505 26.505 26.505 7.174 328.671 298.025 297.159 293.795 293.036 312.838 294.214 294.214 294.904 315.278 312.701 312.53 313.086 312.838 212.067 331.893 312.701 301.214 301.214 295.064 293.514 191.082 291.751 204.689 204.689 204.689 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 219.651 198.049 198.049 198.049 198.049 198.049 248.011 248.011 248.011 248.011 204.151 207.556 207.556 207.556 207.556 340.202 340.202 312.916 196.803 312.916 312.916 114.081 123.137 431.08 164.133 58.369 49.269 49.269 49.269 49.269 58.056 58.216 58.056 58.216 49.269 58.216 58.216 58.216 67.944 58.216 67.944 58.056 49.269 58.056 58.216 49.269 56.931 56.931 33.279 33.279 33.279 33.279 33.279 61.703 56.931 56.931 58.654 58.654 56.931 56.931 56.931 56.931 56.931 57.281 49.269 17.575 0 154.344 152.444 52.212 109.539 109.539 154.344 154.344 1.802 17.575 1.802 150.43 150.43 8.893 162.229 162.229 51.651 66.638 69.223 66.638 51.799 51.651 51.651 6.434 5.598 0.247 17.575
TTb118_210915 7.176 300.863 2.742 2.742 17.252 129.771 130.613 130.613 130.613 130.613 130.613 130.613 130.613 112.677 112.677 112.677 112.677 112.677 112.677 112.677 112.677 147.486 147.486 147.486 147.486 147.486 147.486 147.486 130.613 130.613 130.613 130.613 130.613 130.613 130.613 112.677 112.677 112.677 112.677 112.677 112.677 112.677 112.677 147.486 147.486 147.486 147.486 147.486 147.486 147.486 147.486 130.613 130.613 130.613 130.613 147.486 147.486 147.486 112.677 112.677 130.613 130.613 130.613 147.486 174.327 143.681 142.815 139.451 138.692 158.494 139.869 139.869 140.56 160.934 158.356 158.186 158.742 158.494 57.723 177.549 158.356 146.87 146.87 140.72 139.169 36.738 137.407 50.345 50.345 50.345 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 43.705 43.705 43.705 43.705 43.705 93.667 93.667 93.667 93.667 49.807 53.212 53.212 53.212 53.212 185.858 185.858 158.572 42.459 158.572 158.572 268.16 277.215 585.158 9.789 212.448 105.076 105.076 105.076 105.076 212.135 212.295 212.135 212.295 105.076 212.295 212.295 212.295 86.823 212.295 86.823 212.135 105.076 212.135 212.295 105.076 211.01 211.01 187.358 187.358 187.358 187.358 187.358 116.379 211.01 211.01 113.33 113.33 211.01 211.01 211.01 211.01 211.01 211.36 105.076 136.77 154.344 0 2.1 114.404 164.214 164.214 0 0 152.596 136.77 152.596 3.915 3.915 145.66 7.885 7.885 113.843 220.717 222.165 220.717 205.878 113.843 113.843 158.249 157.971 154.151 136.77
TTb120_210915 5.276 298.962 0.895 0.895 19.153 127.871 128.712 128.712 128.712 128.712 128.712 128.712 128.712 110.776 110.776 110.776 110.776 110.776 110.776 110.776 110.776 145.585 145.585 145.585 145.585 145.585 145.585 145.585 128.712 128.712 128.712 128.712 128.712 128.712 128.712 110.776 110.776 110.776 110.776 110.776 110.776 110.776 110.776 145.585 145.585 145.585 145.585 145.585 145.585 145.585 145.585 128.712 128.712 128.712 128.712 145.585 145.585 145.585 110.776 110.776 128.712 128.712 128.712 145.585 176.227 145.581 144.716 141.351 140.592 160.394 141.77 141.77 142.46 162.835 160.257 160.087 160.642 160.394 59.623 179.45 160.257 148.77 148.77 142.62 141.07 38.638 139.307 52.245 52.245 52.245 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 67.207 45.605 45.605 45.605 45.605 45.605 95.567 95.567 95.567 95.567 51.708 55.112 55.112 55.112 55.112 187.758 187.758 160.472 44.359 160.472 160.472 266.259 275.315 583.258 11.739 210.547 103.175 103.175 103.175 103.175 210.234 210.395 210.234 210.395 103.175 210.395 210.395 210.395 84.922 210.395 84.922 210.234 103.175 210.234 210.395 103.175 209.109 209.109 185.458 185.458 185.458 185.458 185.458 114.478 209.109 209.109 111.429 111.429 209.109 209.109 209.109 209.109 209.109 209.459 103.175 134.869 152.444 2.1 0 112.503 162.314 162.314 2.1 2.1 150.695 134.869 150.695 2.014 2.014 143.76 9.785 9.785 111.942 218.816 220.264 218.816 203.978 111.942 111.942 156.348 156.07 152.25 134.869
TTb1_210916 107.327 197.613 111.762 111.762 131.656 27.639 28.481 28.481 28.481 28.481 28.481 28.481 28.481 18.061 18.061 18.061 18.061 18.061 18.061 18.061 18.061 45.354 45.354 45.354 45.354 45.354 45.354 45.354 28.481 28.481 28.481 28.481 28.481 28.481 28.481 18.061 18.061 18.061 18.061 18.061 18.061 18.061 18.061 45.354 45.354 45.354 45.354 45.354 45.354 45.354 45.354 28.481 28.481 28.481 28.481 45.354 45.354 45.354 18.061 18.061 28.481 28.481 28.481 45.354 288.73 258.084 257.219 253.855 253.095 272.897 254.273 254.273 254.963 275.338 272.76 272.59 273.145 272.897 172.127 291.953 272.76 261.273 261.273 255.124 253.573 151.141 251.81 164.748 164.748 164.748 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 179.71 158.109 158.109 158.109 158.109 158.109 208.07 208.07 208.07 208.07 164.211 167.616 167.616 167.616 167.616 300.261 300.261 272.975 156.862 272.975 272.975 166.028 175.083 483.026 124.193 110.316 9.328 9.328 9.328 9.328 110.003 110.163 110.003 110.163 9.328 110.163 110.163 110.163 28.003 110.163 28.003 110.003 9.328 110.003 110.163 9.328 108.877 108.877 85.226 85.226 85.226 85.226 85.226 16.263 108.877 108.877 18.713 18.713 108.877 108.877 108.877 108.877 108.877 109.228 9.328 34.637 52.212 114.404 112.503 0 60.965 60.965 114.404 114.404 50.464 34.637 50.464 110.489 110.489 43.528 122.289 122.289 0.561 118.584 120.033 118.584 103.746 0.561 0.561 56.117 55.838 52.019 34.637
TTb124_210916 157.138 136.65 161.572 161.572 181.467 84.966 85.807 85.807 85.807 85.807 85.807 85.807 85.807 53.335 53.335 53.335 53.335 53.335 53.335 53.335 53.335 102.681 102.681 102.681 102.681 102.681 102.681 102.681 85.807 85.807 85.807 85.807 85.807 85.807 85.807 53.335 53.335 53.335 53.335 53.335 53.335 53.335 53.335 102.681 102.681 102.681 102.681 102.681 102.681 102.681 102.681 85.807 85.807 85.807 85.807 102.681 102.681 102.681 53.335 53.335 85.807 85.807 85.807 102.681 338.541 307.895 307.029 303.665 302.906 322.708 304.084 304.084 304.774 325.148 322.571 322.401 322.956 322.708 221.937 341.763 322.571 311.084 311.084 304.934 303.384 200.952 301.621 214.559 214.559 214.559 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 207.919 207.919 207.919 207.919 207.919 257.881 257.881 257.881 257.881 214.021 217.426 217.426 217.426 217.426 350.072 350.072 322.786 206.673 322.786 322.786 223.354 232.41 540.353 174.003 167.643 60.271 60.271 60.271 60.271 167.329 167.49 167.329 167.49 60.271 167.49 167.49 167.49 77.814 167.49 77.814 167.329 60.271 167.329 167.49 60.271 166.204 166.204 142.553 142.553 142.553 142.553 142.553 49.644 166.204 166.204 54.21 54.21 166.204 166.204 166.204 166.204 166.204 166.554 60.271 91.964 109.539 164.214 162.314 60.965 0 0 164.214 164.214 107.791 91.964 107.791 160.3 160.3 100.855 172.099 172.099 61.42 175.911 177.359 175.911 161.073 61.42 61.42 113.443 113.165 109.345 91.964
TTb125_210915 157.138 136.65 161.572 161.572 181.467 84.966 85.807 85.807 85.807 85.807 85.807 85.807 85.807 53.335 53.335 53.335 53.335 53.335 53.335 53.335 53.335 102.681 102.681 102.681 102.681 102.681 102.681 102.681 85.807 85.807 85.807 85.807 85.807 85.807 85.807 53.335 53.335 53.335 53.335 53.335 53.335 53.335 53.335 102.681 102.681 102.681 102.681 102.681 102.681 102.681 102.681 85.807 85.807 85.807 85.807 102.681 102.681 102.681 53.335 53.335 85.807 85.807 85.807 102.681 338.541 307.895 307.029 303.665 302.906 322.708 304.084 304.084 304.774 325.148 322.571 322.401 322.956 322.708 221.937 341.763 322.571 311.084 311.084 304.934 303.384 200.952 301.621 214.559 214.559 214.559 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 229.521 207.919 207.919 207.919 207.919 207.919 257.881 257.881 257.881 257.881 214.021 217.426 217.426 217.426 217.426 350.072 350.072 322.786 206.673 322.786 322.786 223.354 232.41 540.353 174.003 167.643 60.271 60.271 60.271 60.271 167.329 167.49 167.329 167.49 60.271 167.49 167.49 167.49 77.814 167.49 77.814 167.329 60.271 167.329 167.49 60.271 166.204 166.204 142.553 142.553 142.553 142.553 142.553 49.644 166.204 166.204 54.21 54.21 166.204 166.204 166.204 166.204 166.204 166.554 60.271 91.964 109.539 164.214 162.314 60.965 0 0 164.214 164.214 107.791 91.964 107.791 160.3 160.3 100.855 172.099 172.099 61.42 175.911 177.359 175.911 161.073 61.42 61.42 113.443 113.165 109.345 91.964
TTb126_210915 7.176 300.863 2.742 2.742 17.252 129.771 130.613 130.613 130.613 130.613 130.613 130.613 130.613 112.677 112.677 112.677 112.677 112.677 112.677 112.677 112.677 147.486 147.486 147.486 147.486 147.486 147.486 147.486 130.613 130.613 130.613 130.613 130.613 130.613 130.613 112.677 112.677 112.677 112.677 112.677 112.677 112.677 112.677 147.486 147.486 147.486 147.486 147.486 147.486 147.486 147.486 130.613 130.613 130.613 130.613 147.486 147.486 147.486 112.677 112.677 130.613 130.613 130.613 147.486 174.327 143.681 142.815 139.451 138.692 158.494 139.869 139.869 140.56 160.934 158.356 158.186 158.742 158.494 57.723 177.549 158.356 146.87 146.87 140.72 139.169 36.738 137.407 50.345 50.345 50.345 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 43.705 43.705 43.705 43.705 43.705 93.667 93.667 93.667 93.667 49.807 53.212 53.212 53.212 53.212 185.858 185.858 158.572 42.459 158.572 158.572 268.16 277.215 585.158 9.789 212.448 105.076 105.076 105.076 105.076 212.135 212.295 212.135 212.295 105.076 212.295 212.295 212.295 86.823 212.295 86.823 212.135 105.076 212.135 212.295 105.076 211.01 211.01 187.358 187.358 187.358 187.358 187.358 116.379 211.01 211.01 113.33 113.33 211.01 211.01 211.01 211.01 211.01 211.36 105.076 136.77 154.344 0 2.1 114.404 164.214 164.214 0 0 152.596 136.77 152.596 3.915 3.915 145.66 7.885 7.885 113.843 220.717 222.165 220.717 205.878 113.843 113.843 158.249 157.971 154.151 136.77
TTb127_210915 7.176 300.863 2.742 2.742 17.252 129.771 130.613 130.613 130.613 130.613 130.613 130.613 130.613 112.677 112.677 112.677 112.677 112.677 112.677 112.677 112.677 147.486 147.486 147.486 147.486 147.486 147.486 147.486 130.613 130.613 130.613 130.613 130.613 130.613 130.613 112.677 112.677 112.677 112.677 112.677 112.677 112.677 112.677 147.486 147.486 147.486 147.486 147.486 147.486 147.486 147.486 130.613 130.613 130.613 130.613 147.486 147.486 147.486 112.677 112.677 130.613 130.613 130.613 147.486 174.327 143.681 142.815 139.451 138.692 158.494 139.869 139.869 140.56 160.934 158.356 158.186 158.742 158.494 57.723 177.549 158.356 146.87 146.87 140.72 139.169 36.738 137.407 50.345 50.345 50.345 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 65.307 43.705 43.705 43.705 43.705 43.705 93.667 93.667 93.667 93.667 49.807 53.212 53.212 53.212 53.212 185.858 185.858 158.572 42.459 158.572 158.572 268.16 277.215 585.158 9.789 212.448 105.076 105.076 105.076 105.076 212.135 212.295 212.135 212.295 105.076 212.295 212.295 212.295 86.823 212.295 86.823 212.135 105.076 212.135 212.295 105.076 211.01 211.01 187.358 187.358 187.358 187.358 187.358 116.379 211.01 211.01 113.33 113.33 211.01 211.01 211.01 211.01 211.01 211.36 105.076 136.77 154.344 0 2.1 114.404 164.214 164.214 0 0 152.596 136.77 152.596 3.915 3.915 145.66 7.885 7.885 113.843 220.717 222.165 220.717 205.878 113.843 113.843 158.249 157.971 154.151 136.77
TTb130_210915 145.52 244.439 149.954 149.954 169.848 25.224 24.916 24.916 24.916 24.916 24.916 24.916 24.916 56.253 56.253 56.253 56.253 56.253 56.253 56.253 56.253 5.585 5.585 5.585 5.585 5.585 5.585 5.585 24.916 24.916 24.916 24.916 24.916 24.916 24.916 56.253 56.253 56.253 56.253 56.253 56.253 56.253 56.253 5.585 5.585 5.585 5.585 5.585 5.585 5.585 5.585 24.916 24.916 24.916 24.916 5.585 5.585 5.585 56.253 56.253 24.916 24.916 24.916 5.585 326.922 296.276 295.411 292.047 291.287 311.089 292.465 292.465 293.155 313.53 310.952 310.782 311.338 311.089 210.319 330.145 310.952 299.465 299.465 293.316 291.765 189.334 290.003 202.941 202.941 202.941 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 217.902 196.301 196.301 196.301 196.301 196.301 246.263 246.263 246.263 246.263 202.403 205.808 205.808 205.808 205.808 338.454 338.454 311.167 195.055 311.167 311.167 115.715 124.771 432.714 162.385 60.004 47.52 47.52 47.52 47.52 59.69 59.851 59.69 59.851 47.52 59.851 59.851 59.851 66.195 59.851 66.195 59.69 47.52 59.69 59.851 47.52 58.565 58.565 34.914 34.914 34.914 34.914 34.914 59.955 58.565 58.565 56.906 56.906 58.565 58.565 58.565 58.565 58.565 58.915 47.52 15.827 1.802 152.596 150.695 50.464 107.791 107.791 152.596 152.596 0 15.827 0 148.681 148.681 7.251 160.481 160.481 49.903 68.272 69.677 68.272 53.434 49.903 49.903 6.197 5.526 1.608 15.827
